49 7776 31843
9 2123 -307.12 -307.12
19 2123 262.77 262.77
23 2123 316.98 316.98
8 2124 71.78 71.78
9 2124 76.9 76.9
8 2125 71.78 71.78
9 2125 76.9 76.9
8 2126 -266.8 -266.8
9 2126 -352.18 -352.18
8 2127 -240.28 -240.28
9 2127 -268.89 -268.89
12 2127 -338.51 -338.51
14 2127 -300.82 -300.82
15 2127 -383.35 -383.35
18 2127 261.96 261.96
19 2127 292.87 292.87
24 2127 228.56 228.56
8 2128 354.98 354.98
9 2128 386.84 386.84
8 2129 338.78 338.78
9 2129 367.8 367.8
8 2130 -320.61 -320.61
9 2130 -374.99 -374.99
8 2131 -297.27 -297.27
9 2131 -344.64 -344.64
18 2131 183.84 183.84
19 2131 224.23 224.23
21 2131 305.62 305.62
24 2131 142.98 142.98
25 2131 55.43 55.43
26 2131 345.08 345.08
27 2131 101.4 101.4
31 2131 7.94 7.94
32 2131 -87.66 -87.66
37 2131 -39.04 -39.04
40 2131 -257.15 -257.15
41 2131 -198.83 -198.83
44 2131 -142.27 -142.27
8 2132 -297.27 -297.27
9 2132 -344.64 -344.64
18 2132 183.84 183.84
19 2132 224.23 224.23
21 2132 305.62 305.62
24 2132 142.98 142.98
25 2132 55.43 55.43
26 2132 345.08 345.08
27 2132 101.4 101.4
31 2132 7.94 7.94
32 2132 -87.66 -87.66
37 2132 -39.04 -39.04
40 2132 -257.15 -257.15
41 2132 -198.83 -198.83
44 2132 -142.27 -142.27
46 2132 -310.38 -310.38
48 2132 -364.06 -364.06
8 2133 -264.7 -264.7
9 2133 -302.93 -302.93
14 2133 -347.59 -347.59
18 2133 221.86 221.86
19 2133 260.14 260.14
21 2133 337.71 337.71
23 2133 299.42 299.42
24 2133 183.23 183.23
25 2133 100.67 100.67
26 2133 375.17 375.17
27 2133 144.13 144.13
31 2133 56.27 56.27
32 2133 -33.09 -33.09
37 2133 12.42 12.42
40 2133 -189.58 -189.58
41 2133 -136.57 -136.57
44 2133 -83.56 -83.56
8 2134 -268.44 -268.44
9 2134 -307.65 -307.65
14 2134 -353.62 -353.62
18 2134 217.12 217.12
21 2134 333.72 333.72
24 2134 178.33 178.33
25 2134 95.14 95.14
26 2134 371.59 371.59
27 2134 138.82 138.82
31 2134 50.16 50.16
32 2134 -40.06 -40.06
37 2134 6.17001 6.17001
40 2134 -198.11 -198.11
41 2134 -144.49 -144.49
44 2134 -91.13 -91.13
8 2135 -268.44 -268.44
9 2135 -307.65 -307.65
19 2135 255.88 255.88
8 2136 189.19 189.19
9 2136 205.4 205.4
12 2136 250.85 250.85
15 2136 280.88 280.88
20 2136 321.29 321.29
8 2137 189.19 189.19
9 2137 205.4 205.4
12 2137 250.85 250.85
15 2137 280.88 280.88
20 2137 321.29 321.29
8 2138 -73.14 -73.14
9 2138 -90.29 -90.29
8 2139 -73.14 -73.14
9 2139 -90.29 -90.29
8 2140 -77.67 -77.67
9 2140 -93.79 -93.79
12 2140 -141.42 -141.42
14 2140 -114.57 -114.57
8 2141 204.87 204.87
9 2141 223.2 223.2
12 2141 273.3 273.3
14 2141 246.5 246.5
15 2141 307.62 307.62
20 2141 352.05 352.05
8 2142 -233.55 -233.55
9 2142 -264.27 -264.27
8 2143 254.01 254.01
9 2143 283.63 283.63
12 2143 373.49 373.49
14 2143 323.23 323.23
8 2144 -151.04 -151.04
9 2144 -174.02 -174.02
8 2145 -185.34 -185.34
9 2145 -206.04 -206.04
8 2146 -242.93 -242.93
9 2146 -273.57 -273.57
23 2146 325.07 325.07
8 2147 207.71 207.71
9 2147 231.83 231.83
12 2147 304.82 304.82
14 2147 264.18 264.18
8 2148 -127.74 -127.74
9 2148 -147 -147
14 2148 -166.72 -166.72
8 2149 321.65 321.65
9 2149 347.27 347.27
14 2149 378.41 378.41
8 2150 -315.09 -315.09
9 2150 -367.14 -367.14
21 2150 290.54 290.54
25 2150 34.31 34.31
8 2151 -243.05 -243.05
9 2151 -273 -273
8 2152 344.19 344.19
9 2152 374.19 374.19
8 2153 -130.89 -130.89
9 2153 -158.52 -158.52
8 2154 -221.94 -221.94
9 2154 -251.28 -251.28
14 2154 -285.09 -285.09
18 2154 277.75 277.75
19 2154 315.26 315.26
23 2154 353.24 353.24
8 2155 208.61 208.61
9 2155 229.52 229.52
14 2155 258.59 258.59
15 2155 341.72 341.72
8 2156 -55.2 -55.2
11 2156 -0.619995 -0.619995
14 2156 -83.95 -83.95
8 2157 287.42 287.42
9 2157 306.82 306.82
12 2157 355.28 355.28
14 2157 330.07 330.07
15 2157 383.68 383.68
8 2158 -271.13 -271.13
9 2158 -311.01 -311.01
8 2159 180.63 180.63
9 2159 195.55 195.55
12 2159 237.62 237.62
14 2159 214.7 214.7
15 2159 266.16 266.16
8 2160 -234.52 -234.52
9 2160 -262.27 -262.27
12 2160 -329.88 -329.88
14 2160 -293.34 -293.34
15 2160 -373.3 -373.3
18 2160 269.86 269.86
19 2160 302.91 302.91
23 2160 338 338
24 2160 235.73 235.73
25 2160 163.8 163.8
27 2160 201.16 201.16
8 2161 -280.7 -280.7
9 2161 -323.23 -323.23
26 2161 360.14 360.14
8 2162 -66.05 -66.05
9 2162 -81.52 -81.52
12 2162 -125.58 -125.58
14 2162 -99.84 -99.84
8 2163 -246.15 -246.15
9 2163 -277.3 -277.3
14 2163 -312.99 -312.99
18 2163 251.1 251.1
19 2163 286.01 286.01
8 2164 181.97 181.97
9 2164 200.93 200.93
12 2164 257.62 257.62
14 2164 224.88 224.88
8 2165 176.25 176.25
9 2165 192.78 192.78
12 2165 235.41 235.41
14 2165 211.08 211.08
15 2165 265.58 265.58
20 2165 304.64 304.64
8 2166 210.94 210.94
9 2166 234.99 234.99
14 2166 262.77 262.77
8 2167 277.02 277.02
9 2167 323.48 323.48
8 2168 230.26 230.26
9 2168 257.99 257.99
12 2168 329.32 329.32
14 2168 289.73 289.73
9 2169 -16.1 -16.1
11 2169 4.38 4.38
12 2169 -19.45 -19.45
13 2169 3.54999 3.54999
14 2169 -17.5 -17.5
15 2169 -21.09 -21.09
16 2169 0.570007 0.570007
17 2169 -26.17 -26.17
20 2169 -23.58 -23.58
22 2169 2.01999 2.01999
30 2169 -3.36999 -3.36999
33 2169 -30.76 -30.76
34 2169 -8.51999 -8.51999
35 2169 -28.26 -28.26
38 2169 -33.03 -33.03
43 2169 -9.11999 -9.11999
45 2169 2.98999 2.98999
47 2169 -34.98 -34.98
10 2170 -91.89 -91.89
11 2170 -100.49 -100.49
10 2171 -122.14 -122.14
11 2171 -138.82 -138.82
10 2172 -222.68 -222.68
11 2172 -248.09 -248.09
10 2173 -183.59 -183.59
11 2173 -216.12 -216.12
10 2174 -186.44 -186.44
11 2174 -220 -220
10 2175 225.55 225.55
11 2175 247.7 247.7
10 2176 -114.41 -114.41
11 2176 -128.75 -128.75
10 2177 242.22 242.22
11 2177 270.47 270.47
13 2177 220.16 220.16
10 2178 -155.19 -155.19
11 2178 -171.07 -171.07
10 2179 -103.48 -103.48
11 2179 -117.92 -117.92
13 2179 -90.8 -90.8
10 2180 -103.48 -103.48
11 2180 -117.92 -117.92
13 2180 -90.8 -90.8
10 2181 -222.46 -222.46
11 2181 -243.83 -243.83
10 2182 -105.46 -105.46
11 2182 -121.43 -121.43
10 2183 -105.46 -105.46
11 2183 -121.43 -121.43
10 2184 -210.72 -210.72
11 2184 -238.9 -238.9
13 2184 -186.94 -186.94
10 2185 -196.06 -196.06
11 2185 -236.81 -236.81
10 2186 -157.21 -157.21
11 2186 -222.26 -222.26
10 2187 -164.25 -164.25
11 2187 -182.16 -182.16
10 2188 252.67 252.67
11 2188 282.62 282.62
13 2188 229.98 229.98
16 2188 193.18 193.18
22 2188 210.04 210.04
30 2188 176.53 176.53
34 2188 160.82 160.82
39 2188 150.45 150.45
45 2188 150.13 150.13
10 2189 -178.49 -178.49
11 2189 -199.22 -199.22
13 2189 -160.1 -160.1
22 2189 -146.41 -146.41
10 2190 -159.74 -159.74
11 2190 -179.42 -179.42
13 2190 -142.75 -142.75
16 2190 -119.62 -119.62
22 2190 -130.05 -130.05
30 2190 -113.58 -113.58
34 2190 -110.7 -110.7
39 2190 -92.22 -92.22
43 2190 -103.95 -103.95
10 2191 -123.2 -123.2
11 2191 -139.77 -139.77
10 2192 -123.2 -123.2
11 2192 -139.77 -139.77
13 2192 -107.36 -107.36
10 2193 177.49 177.49
11 2193 196.82 196.82
13 2193 164.52 164.52
10 2194 -129.95 -129.95
11 2194 -147.48 -147.48
13 2194 -115.58 -115.58
22 2194 -103.04 -103.04
0 2195 -14.04 -14.04
2 2195 -19.07 -19.07
12 2195 -34.32 -34.32
0 2196 -116.5 -116.5
12 2196 -236.53 -236.53
20 2196 -295.29 -295.29
25 2196 267.71 267.71
27 2196 302.32 302.32
31 2196 233.09 233.09
32 2196 163.02 163.02
40 2196 45.42 45.42
41 2196 85.09 85.09
46 2196 7.94 7.94
0 2197 108.93 108.93
6 2197 107.5 107.5
12 2197 114.9 114.9
14 2197 112.94 112.94
15 2197 116.22 116.22
17 2197 117.67 117.67
33 2197 120.27 120.27
35 2197 118.74 118.74
38 2197 121.54 121.54
0 2198 105.96 105.96
4 2198 104.18 104.18
6 2198 105.05 105.05
8 2198 106.3 106.3
9 2198 107.56 107.56
12 2198 111.02 111.02
14 2198 109.42 109.42
15 2198 112.72 112.72
17 2198 114.79 114.79
20 2198 113.76 113.76
33 2198 118.02 118.02
35 2198 116.14 116.14
38 2198 120.03 120.03
47 2198 123.04 123.04
0 2199 138 138
11 2199 137.91 137.91
12 2199 137.75 137.75
13 2199 137.79 137.79
20 2199 137.78 137.78
1 2200 228.6 228.6
5 2200 210.54 210.54
1 2201 6.57999 6.57999
12 2201 -17.65 -17.65
1 2202 -318.86 -318.86
10 2202 -304.71 -304.71
1 2203 160.34 160.34
13 2203 131.91 131.91
22 2203 126.79 126.79
34 2203 105.08 105.08
1 2204 125.13 125.13
3 2204 124.93 124.93
5 2204 121.26 121.26
13 2204 106.4 106.4
1 2205 -86.27 -86.27
3 2205 -101.11 -101.11
1 2206 110.86 110.86
3 2206 110.12 110.12
5 2206 106.83 106.83
7 2206 103.8 103.8
10 2206 97.15 97.15
13 2206 94.78 94.78
16 2206 88.03 88.03
22 2206 91.43 91.43
30 2206 82.09 82.09
34 2206 75.03 75.03
39 2206 76.79 76.79
43 2206 72.52 72.52
45 2206 82.2 82.2
1 2207 117.38 117.38
3 2207 118.22 118.22
5 2207 113.05 113.05
7 2207 109.06 109.06
10 2207 102.36 102.36
11 2207 105.94 105.94
13 2207 99.97 99.97
16 2207 93.43 93.43
22 2207 96.84 96.84
30 2207 87.19 87.19
39 2207 81.9 81.9
45 2207 87.57 87.57
1 2208 -29.43 -29.43
7 2208 -27.12 -27.12
13 2208 -23.54 -23.54
1 2209 96.24 96.24
3 2209 96.75 96.75
5 2209 91.9 91.9
7 2209 87.79 87.79
10 2209 81.07 81.07
11 2209 84.7 84.7
13 2209 78.34 78.34
16 2209 71.44 71.44
22 2209 74.85 74.85
34 2209 58.66 58.66
1 2210 -23.61 -23.61
3 2210 -29.4 -29.4
5 2210 -23.85 -23.85
7 2210 -22.41 -22.41
10 2210 -20.72 -20.72
11 2210 -21.35 -21.35
13 2210 -19.62 -19.62
16 2210 -20.05 -20.05
1 2211 126.57 126.57
5 2211 119.86 119.86
7 2211 113.91 113.91
11 2211 107.89 107.89
13 2211 97.85 97.85
16 2211 86.51 86.51
22 2211 91.55 91.55
30 2211 79.69 79.69
34 2211 71.53 71.53
2 2212 249.27 249.27
14 2212 327.09 327.09
2 2213 253.94 253.94
14 2213 352.88 352.88
2 2214 218.52 218.52
4 2214 227.73 227.73
14 2214 281.38 281.38
2 2215 215.55 215.55
14 2215 276.1 276.1
2 2216 368.51 368.51
12 2216 389.18 389.18
2 2217 108.53 108.53
4 2217 108.85 108.85
6 2217 110.01 110.01
9 2217 113.17 113.17
12 2217 117.66 117.66
14 2217 115.57 115.57
15 2217 119.64 119.64
17 2217 121.89 121.89
20 2217 120.29 120.29
35 2217 123.72 123.72
2 2218 -60.15 -60.15
10 2218 -54.55 -54.55
13 2218 -50.14 -50.14
2 2219 394.99 394.99
11 2219 377.58 377.58
2 2220 87.49 87.49
4 2220 87.17 87.17
6 2220 87.48 87.48
8 2220 87.76 87.76
9 2220 87.87 87.87
12 2220 90.75 90.75
14 2220 89.01 89.01
15 2220 90.83 90.83
17 2220 92.76 92.76
33 2220 93.27 93.27
35 2220 93.11 93.11
47 2220 95.16 95.16
2 2221 -92.71 -92.71
14 2221 -140.26 -140.26
35 2221 -211.86 -211.86
37 2221 367.37 367.37
2 2222 395.23 395.23
11 2222 397.08 397.08
14 2222 395.41 395.41
17 2222 395.75 395.75
2 2223 -154.07 -154.07
13 2223 -78.44 -78.44
3 2224 81.1 81.1
4 2224 74.33 74.33
8 2224 74.61 74.61
14 2224 74.59 74.59
17 2224 73.62 73.62
3 2225 -379.59 -379.59
11 2225 -366.76 -366.76
3 2226 -353.04 -353.04
10 2226 -270.35 -270.35
3 2227 232.93 232.93
13 2227 156.64 156.64
3 2228 14.58 14.58
6 2228 2.32999 2.32999
8 2228 0.119995 0.119995
9 2228 -0.019989 -0.019989
10 2228 12.56 12.56
11 2228 13.64 13.64
12 2228 -3.28 -3.28
13 2228 12.14 12.14
14 2228 -1.17001 -1.17001
15 2228 -3.72 -3.72
22 2228 10.11 10.11
38 2228 -12.18 -12.18
47 2228 -11.85 -11.85
4 2229 221.41 221.41
6 2229 243.61 243.61
8 2229 271.25 271.25
9 2229 306.18 306.18
4 2230 -63.51 -63.51
14 2230 -95.36 -95.36
15 2230 -113.3 -113.3
17 2230 -135.78 -135.78
20 2230 -124.16 -124.16
33 2230 -164.53 -164.53
35 2230 -147.72 -147.72
38 2230 -185.95 -185.95
4 2231 -199.81 -199.81
14 2231 -309.2 -309.2
19 2231 286.48 286.48
4 2232 330.24 330.24
14 2232 352.48 352.48
4 2233 224.45 224.45
12 2233 292.16 292.16
14 2233 275.78 275.78
17 2233 353.96 353.96
20 2233 330.76 330.76
35 2233 379.75 379.75
4 2234 230.54 230.54
12 2234 302.98 302.98
14 2234 286.17 286.17
35 2234 398.06 398.06
4 2235 -117.13 -117.13
6 2235 -128.45 -128.45
12 2235 -169.16 -169.16
4 2236 235.84 235.84
6 2236 259.89 259.89
8 2236 290.73 290.73
9 2236 329.44 329.44
4 2237 -133.51 -133.51
12 2237 -259.2 -259.2
14 2237 -225.29 -225.29
15 2237 -301.97 -301.97
20 2237 -364.12 -364.12
4 2238 -125.96 -125.96
12 2238 -246.7 -246.7
4 2239 181.02 181.02
6 2239 192.65 192.65
14 2239 249.9 249.9
4 2240 277.71 277.71
14 2240 369.83 369.83
4 2241 136.24 136.24
6 2241 138.54 138.54
8 2241 141.02 141.02
9 2241 143.3 143.3
12 2241 149.4 149.4
14 2241 146.66 146.66
15 2241 151.77 151.77
17 2241 157 157
20 2241 153.93 153.93
33 2241 163.29 163.29
35 2241 159.93 159.93
38 2241 167.59 167.59
47 2241 171.81 171.81
4 2242 98.14 98.14
8 2242 100.01 100.01
9 2242 100.91 100.91
12 2242 104.53 104.53
14 2242 103.02 103.02
15 2242 105.56 105.56
17 2242 107.48 107.48
20 2242 106.15 106.15
33 2242 111.17 111.17
35 2242 109.33 109.33
38 2242 113.5 113.5
47 2242 116.12 116.12
5 2243 154.55 154.55
7 2243 148.12 148.12
11 2243 142.11 142.11
5 2244 154.55 154.55
7 2244 148.12 148.12
11 2244 142.11 142.11
5 2245 154.28 154.28
7 2245 148.28 148.28
11 2245 142.16 142.16
13 2245 131.9 131.9
22 2245 126.71 126.71
5 2246 110.49 110.49
7 2246 104.8 104.8
10 2246 95.2 95.2
11 2246 100.21 100.21
13 2246 90.88 90.88
5 2247 -36.63 -36.63
11 2247 -32.29 -32.29
13 2247 -29.2 -29.2
16 2247 -28.6 -28.6
22 2247 -28.47 -28.47
39 2247 -27.2 -27.2
5 2248 229.54 229.54
7 2248 215.84 215.84
13 2248 183.16 183.16
5 2249 -75.19 -75.19
13 2249 -57.09 -57.09
16 2249 -53.77 -53.77
22 2249 -54.99 -54.99
5 2250 -146.16 -146.16
10 2250 -102.11 -102.11
11 2250 -112.99 -112.99
13 2250 -90.83 -90.83
5 2251 -141.69 -141.69
11 2251 -109.87 -109.87
5 2252 134.95 134.95
14 2252 136.52 136.52
6 2253 261.25 261.25
8 2253 292.41 292.41
9 2253 331.39 331.39
6 2254 261.25 261.25
8 2254 292.41 292.41
9 2254 331.39 331.39
6 2255 248.51 248.51
9 2255 313.5 313.5
6 2256 250.3 250.3
8 2256 279.13 279.13
9 2256 315.63 315.63
6 2257 248.6 248.6
8 2257 276.58 276.58
9 2257 313.19 313.19
6 2258 244.16 244.16
9 2258 307.04 307.04
6 2259 260.19 260.19
8 2259 287.83 287.83
9 2259 321.54 321.54
14 2259 365.58 365.58
6 2260 167.4 167.4
12 2260 195.97 195.97
14 2260 187.59 187.59
15 2260 204.46 204.46
17 2260 222.61 222.61
20 2260 213.34 213.34
33 2260 243.72 243.72
35 2260 233.19 233.19
38 2260 259.23 259.23
47 2260 276.69 276.69
6 2261 163.37 163.37
8 2261 169.41 169.41
12 2261 191.28 191.28
14 2261 183.55 183.55
6 2262 -37.2 -37.2
9 2262 -45.87 -45.87
12 2262 -52.26 -52.26
14 2262 -49.08 -49.08
15 2262 -55.13 -55.13
17 2262 -64.12 -64.12
20 2262 -59.58 -59.58
33 2262 -74.36 -74.36
35 2262 -68.79 -68.79
38 2262 -80.25 -80.25
47 2262 -85.41 -85.41
6 2263 -221.5 -221.5
14 2263 -309.38 -309.38
18 2263 254.62 254.62
19 2263 286.26 286.26
21 2263 352.84 352.84
25 2263 153.91 153.91
37 2263 81.47 81.47
6 2264 -221.5 -221.5
12 2264 -346.98 -346.98
6 2265 -203.03 -203.03
12 2265 -319.9 -319.9
18 2265 278.67 278.67
6 2266 270.85 270.85
8 2266 288.95 288.95
12 2266 357.93 357.93
14 2266 332.45 332.45
6 2267 262.45 262.45
8 2267 278.46 278.46
14 2267 317.72 317.72
15 2267 366.19 366.19
6 2268 -214.83 -214.83
12 2268 -354.33 -354.33
18 2268 252.52 252.52
19 2268 290.23 290.23
21 2268 363.93 363.93
23 2268 328 328
25 2268 137.85 137.85
27 2268 179.58 179.58
44 2268 -35.73 -35.73
46 2268 -182.16 -182.16
6 2269 -240.65 -240.65
14 2269 -364.84 -364.84
19 2269 248.38 248.38
21 2269 327.24 327.24
23 2269 289.05 289.05
26 2269 366.11 366.11
6 2270 173.97 173.97
12 2270 198.53 198.53
14 2270 191.85 191.85
20 2270 212.85 212.85
6 2271 156.52 156.52
8 2271 161.92 161.92
9 2271 167.85 167.85
12 2271 182.5 182.5
14 2271 175.08 175.08
15 2271 189.58 189.58
17 2271 206.34 206.34
20 2271 197.39 197.39
35 2271 216.45 216.45
6 2272 228.47 228.47
14 2272 272.11 272.11
6 2273 -134.71 -134.71
8 2273 -146.22 -146.22
12 2273 -186.91 -186.91
14 2273 -171.86 -171.86
15 2273 -202.86 -202.86
17 2273 -245.07 -245.07
20 2273 -222.75 -222.75
25 2273 352.7 352.7
31 2273 322.43 322.43
32 2273 265.42 265.42
33 2273 -297.25 -297.25
35 2273 -269.37 -269.37
37 2273 294.01 294.01
38 2273 -332.06 -332.06
44 2273 234.19 234.19
6 2274 104.15 104.15
8 2274 107.73 107.73
9 2274 111.74 111.74
12 2274 120.9 120.9
14 2274 115.91 115.91
6 2275 218.2 218.2
8 2275 234.79 234.79
6 2276 -241.05 -241.05
14 2276 -362.97 -362.97
6 2277 23.17 23.17
8 2277 21.04 21.04
9 2277 18.75 18.75
6 2278 23.17 23.17
8 2278 21.04 21.04
9 2278 18.75 18.75
6 2279 65.58 65.58
14 2279 76.51 76.51
6 2280 -288.62 -288.62
10 2280 -265.54 -265.54
6 2281 121.71 121.71
8 2281 123.46 123.46
9 2281 125.22 125.22
12 2281 130.23 130.23
14 2281 127.78 127.78
15 2281 132.28 132.28
17 2281 136.27 136.27
20 2281 134.19 134.19
35 2281 139.43 139.43
38 2281 146.53 146.53
47 2281 150.46 150.46
6 2282 -224.69 -224.69
12 2282 -381.01 -381.01
14 2282 -330.53 -330.53
19 2282 272.99 272.99
25 2282 117.01 117.01
27 2282 159.46 159.46
31 2282 73.34 73.34
32 2282 -13.99 -13.99
41 2282 -114.9 -114.9
44 2282 -63.59 -63.59
6 2283 167.79 167.79
8 2283 172.67 172.67
9 2283 177.8 177.8
14 2283 184.61 184.61
6 2284 -221.15 -221.15
12 2284 -368.52 -368.52
23 2284 321.32 321.32
31 2284 79.78 79.78
6 2285 -87.88 -87.88
8 2285 -94.77 -94.77
9 2285 -102.12 -102.12
12 2285 -116.24 -116.24
14 2285 -108.96 -108.96
15 2285 -124.55 -124.55
20 2285 -134.91 -134.91
6 2286 114.7 114.7
9 2286 125.06 125.06
14 2286 131.67 131.67
15 2286 146.17 146.17
20 2286 154.38 154.38
33 2286 191.09 191.09
38 2286 210.33 210.33
47 2286 235.77 235.77
6 2287 -1.73001 -1.73001
8 2287 -5.09 -5.09
9 2287 -10.44 -10.44
12 2287 -20.34 -20.34
14 2287 -14.71 -14.71
15 2287 -26.75 -26.75
20 2287 -35.66 -35.66
35 2287 -60.26 -60.26
6 2288 -290.29 -290.29
11 2288 -233.14 -233.14
6 2289 -30.31 -30.31
8 2289 -34.03 -34.03
9 2289 -38.37 -38.37
12 2289 -44.04 -44.04
14 2289 -40.95 -40.95
6 2290 -129.2 -129.2
8 2290 -140.45 -140.45
14 2290 -166.17 -166.17
25 2290 362.67 362.67
31 2290 332.65 332.65
37 2290 303.59 303.59
6 2291 299.1 299.1
8 2291 319.45 319.45
6 2292 299.1 299.1
14 2292 370.74 370.74
6 2293 109.56 109.56
8 2293 113.21 113.21
9 2293 117.24 117.24
12 2293 127.06 127.06
14 2293 122.04 122.04
15 2293 132.35 132.35
20 2293 137.62 137.62
6 2294 185.97 185.97
14 2294 241.75 241.75
15 2294 301.8 301.8
20 2294 346 346
6 2295 -54.82 -54.82
8 2295 -58.96 -58.96
9 2295 -63.15 -63.15
12 2295 -70.26 -70.26
14 2295 -66.42 -66.42
15 2295 -74.83 -74.83
17 2295 -85.57 -85.57
20 2295 -80.16 -80.16
33 2295 -94.76 -94.76
35 2295 -90.52 -90.52
38 2295 -101.86 -101.86
6 2296 -19.75 -19.75
8 2296 -25.97 -25.97
14 2296 -37.53 -37.53
6 2297 172.09 172.09
8 2297 177.46 177.46
9 2297 183.19 183.19
12 2297 195.97 195.97
14 2297 189.71 189.71
6 2298 98.45 98.45
8 2298 101.39 101.39
9 2298 104.71 104.71
12 2298 112.9 112.9
14 2298 109.02 109.02
15 2298 118.1 118.1
7 2299 -130.49 -130.49
11 2299 -117.08 -117.08
7 2300 -127.24 -127.24
11 2300 -114.01 -114.01
7 2301 -275 -275
13 2301 -165.04 -165.04
7 2302 -49.49 -49.49
10 2302 -39.41 -39.41
11 2302 -43.77 -43.77
13 2302 -35.49 -35.49
16 2302 -30.98 -30.98
22 2302 -32.75 -32.75
30 2302 -32.24 -32.24
34 2302 -34.79 -34.79
39 2302 -26 -26
7 2303 -49.49 -49.49
10 2303 -39.41 -39.41
11 2303 -43.77 -43.77
13 2303 -35.49 -35.49
16 2303 -30.98 -30.98
22 2303 -32.75 -32.75
7 2304 -379.98 -379.98
11 2304 -320.15 -320.15
7 2305 -379.98 -379.98
11 2305 -320.15 -320.15
7 2306 393.58 393.58
10 2306 288.83 288.83
11 2306 333.51 333.51
7 2307 338.56 338.56
13 2307 242.78 242.78
7 2308 366.37 366.37
10 2308 288.11 288.11
11 2308 323.05 323.05
16 2308 218.87 218.87
22 2308 238.31 238.31
7 2309 390.09 390.09
11 2309 357.03 357.03
7 2310 -55.99 -55.99
10 2310 -46.87 -46.87
11 2310 -50.86 -50.86
13 2310 -42.31 -42.31
16 2310 -37.01 -37.01
22 2310 -39.15 -39.15
30 2310 -37.5 -37.5
7 2311 198.44 198.44
13 2311 156.73 156.73
7 2312 -139.11 -139.11
11 2312 -123.97 -123.97
7 2313 -111.45 -111.45
11 2313 -100.18 -100.18
7 2314 -111.45 -111.45
10 2314 -90.68 -90.68
11 2314 -100.18 -100.18
13 2314 -80.85 -80.85
16 2314 -68.64 -68.64
22 2314 -73.94 -73.94
7 2315 -100.58 -100.58
10 2315 -81.79 -81.79
11 2315 -89.95 -89.95
13 2315 -72.56 -72.56
16 2315 -61.36 -61.36
30 2315 -59.92 -59.92
34 2315 -59.37 -59.37
7 2316 -175.73 -175.73
13 2316 -118.47 -118.47
16 2316 -97.89 -97.89
30 2316 -93.01 -93.01
34 2316 -90.76 -90.76
39 2316 -73.43 -73.43
7 2317 -53.79 -53.79
10 2317 -46.31 -46.31
11 2317 -49.73 -49.73
13 2317 -42.78 -42.78
22 2317 -41.01 -41.01
7 2318 372.96 372.96
11 2318 335.19 335.19
7 2319 171.56 171.56
14 2319 171.07 171.07
15 2319 171.35 171.35
7 2320 -173.71 -173.71
10 2320 -141 -141
11 2320 -155.99 -155.99
7 2321 -144.94 -144.94
10 2321 -120.93 -120.93
11 2321 -131.37 -131.37
7 2322 -142.16 -142.16
11 2322 -128.12 -128.12
7 2323 364.96 364.96
13 2323 260.81 260.81
16 2323 217.91 217.91
30 2323 199.37 199.37
34 2323 181.58 181.58
7 2324 -379.64 -379.64
11 2324 -320.9 -320.9
42 2324 99.98 99.98
7 2325 -55.82 -55.82
10 2325 -49.54 -49.54
11 2325 -52.68 -52.68
13 2325 -46.45 -46.45
7 2326 199.81 199.81
11 2326 182.99 182.99
13 2326 156.5 156.5
16 2326 136.2 136.2
22 2326 145.96 145.96
39 2326 109.01 109.01
45 2326 111.43 111.43
7 2327 -85.67 -85.67
11 2327 -76.71 -76.71
7 2328 362.58 362.58
10 2328 285.08 285.08
11 2328 319.12 319.12
13 2328 258.89 258.89
16 2328 216.62 216.62
30 2328 198.03 198.03
34 2328 180.54 180.54
39 2328 168.56 168.56
43 2328 170.36 170.36
45 2328 167.84 167.84
7 2329 362.58 362.58
10 2329 285.08 285.08
11 2329 319.12 319.12
13 2329 258.89 258.89
16 2329 216.62 216.62
30 2329 198.03 198.03
39 2329 168.56 168.56
43 2329 170.36 170.36
45 2329 167.84 167.84
7 2330 371.44 371.44
10 2330 292.23 292.23
11 2330 327.09 327.09
13 2330 265.37 265.37
22 2330 241.43 241.43
34 2330 184.92 184.92
39 2330 171.62 171.62
45 2330 171.47 171.47
7 2331 372.26 372.26
10 2331 293.19 293.19
11 2331 329.45 329.45
13 2331 266.3 266.3
16 2331 222.88 222.88
30 2331 203.95 203.95
34 2331 186.27 186.27
43 2331 176.12 176.12
7 2332 -159.33 -159.33
10 2332 -129.58 -129.58
11 2332 -142.49 -142.49
13 2332 -117.37 -117.37
22 2332 -108.7 -108.7
30 2332 -98.27 -98.27
34 2332 -95.33 -95.33
39 2332 -78.59 -78.59
43 2332 -89.04 -89.04
45 2332 -67.1 -67.1
7 2333 359.63 359.63
10 2333 283.19 283.19
11 2333 317.28 317.28
13 2333 256.94 256.94
16 2333 215.75 215.75
22 2333 234.29 234.29
30 2333 196.77 196.77
34 2333 179.6 179.6
43 2333 169.81 169.81
45 2333 167.05 167.05
7 2334 -47.66 -47.66
10 2334 -42.2 -42.2
11 2334 -44.42 -44.42
13 2334 -38.51 -38.51
16 2334 -36.47 -36.47
22 2334 -37.31 -37.31
30 2334 -38.44 -38.44
34 2334 -41.57 -41.57
39 2334 -33.03 -33.03
43 2334 -40.29 -40.29
8 2335 293.96 293.96
9 2335 332.51 332.51
8 2336 280.56 280.56
9 2336 317.42 317.42
8 2337 297.77 297.77
9 2337 338.09 338.09
8 2338 286.48 286.48
